id;parent_id;name;region_id
1;6;Законодательное собрание Санкт-Петербурга;1
2;3;Санкт-Петербургская избирательная комиссия;1
3;NULL;Центральная избирательная комиссия;NULL
4;589;Министерство внутренних дел;NULL
5;NULL;Council of the Federation;NULL
6;NULL;Законодательные органы субъектов федерации;NULL
7;464;Федеральная миграционная служба;NULL
8;830;Прокуратуры субъектов;NULL
10;8;Прокуратура Республики Алтай;6
11;NULL;Главы субъектов федерации;NULL
12;11;Глава республики Адыгея;3
14;NULL;Государственная Дума;NULL
15;NULL;Accounts chamber;NULL
17;11;Губернатор Санкт-Петербурга;1
18;8;Прокуратура Брянской области;35
19;8;Прокуратура Владимирской области;36
20;8;Прокуратура Алтайского края;24
21;8;Прокуратура Амурской области;33
22;8;Прокуратура Архангельской области;37
23;8;Прокуратура Астраханской области;38
24;8;Прокуратура Республики Башкортостан;4
25;8;Прокуратура Республики Бурятия;5
26;8;Прокуратура Волгоградской области;41
27;8;Прокуратура Вологодской области;42
28;8;Прокуратура Воронежской области;43
29;8;Прокуратура Забайкальского края;44
30;8;Прокуратура Иркутской области;45
31;8;Прокуратура Калининградской области;46
32;8;Прокуратура Республики Калмыкия;47
33;8;Прокуратура Камчатского края;48
35;8;Прокуратура Карачаево-Черкесской республики;11
36;8;Прокуратура Кемеровской области;50
37;8;Прокуратура Кировской области;51
38;8;Прокуратура Республики Коми;13
39;8;Прокуратура Костромской области;53
40;8;Прокуратура Красноярского края;28
41;8;Прокуратура Курской области;55
42;8;Прокуратура Ленинградской области;56
43;8;Прокуратура Липецкой области;57
44;8;Прокуратура Магаданской области;58
45;8;Прокуратура Республики Дагестан;59
46;8;Прокуратура Краснодарского края;27
47;8;Прокуратура Республики Марий Эл;61
48;8;Прокуратура Республики Мордовия;62
49;8;Прокуратура города Москвы;63
50;8;Прокуратура Московской области;64
51;8;Прокуратура Мурманской области;65
52;8;Прокуратура Нижегородской области;66
53;8;Прокуратура Новгородской области;67
54;8;Прокуратура Новосибирской области;68
55;8;Прокуратура Омской области;69
56;8;Прокуратура Орловской области;70
57;8;Прокуратура Пензенской области;72
60;8;Прокуратура Пермского края;29
61;8;Прокуратура Приморского края;74
62;8;Прокуратура Псковской области;75
63;8;Прокуратура Ростовской области;76
64;8;Прокуратура Самарской области;77
65;8;Прокуратура города Санкт-Петербурга;1
66;8;Прокуратура Саратовской области;79
67;8;Прокуратура Свердловской области;80
68;8;Прокуратура Ставропольского края;81
69;8;Прокуратура Тамбовской области;82
70;8;Прокуратура Республики Татарстан;18
71;8;Прокуратура Тульской области;84
72;8;Прокуратура Республики Тува (Тыва);85
73;8;Прокуратура Тюменской области;86
74;8;Прокуратура Удмуртской республики;20
75;8;Прокуратура Ульяновской области;88
76;8;Прокуратура Челябинской области;89
77;8;Прокуратура Чеченской республики;90
78;8;Прокуратура Чувашской республики;91
79;8;Прокуратура Республики Саха (Якутия);92
80;8;Прокуратура Еврейской автономной области;93
81;8;Прокуратура Сахалинской области;94
82;8;Прокуратура Чукотского автономного округа;95
83;8;Прокуратура Белгородской области;96
84;8;Прокуратура Калужской области;97
85;8;Прокуратура Курганской области;98
86;8;Прокуратура Ивановской области;99
87;8;Прокуратура Смоленской области;100
88;8;Прокуратура Тверской области;101
89;11;Глава республики Мордовия;62
90;11;Глава республики Калмыкия;47
91;11;Губернатор Ненецкого автономного округа;102
92;11;Глава республики Алтай;6
93;11;Губернатор Краснодарского края;27
94;11;Губернатор Нижегородской области;66
95;11;Губернатор Ростовской области;76
96;11;Губернатор Рязанской области;103
97;11;Губернатор Свердловской области;80
98;11;Губернатор Ямало-Ненецкого АО;104
99;11;Губернатор Кировской области;51
100;11;Глава республики Карелия;12
101;11;Губернатор Кемеровской области;50
102;11;Губернатор Красноярского края;28
103;11;Глава республики Коми;13
104;11;Губернатор Курганской области;98
105;11;Губернатор Курской области;55
106;11;Губернатор Костромской области;53
107;11;Губернатор Самарской области;77
108;11;Губернатор Ленинградской области;56
109;11;Губернатор Мурманской области;65
111;11;Губернатор Новгородской области;67
112;11;Губернатор Московской области;64
113;6;Московская областная Дума;64
114;6;Государственный совет - Хасэ Республики Адыгея;3
115;8;Прокуратура Республики Адыгея;3
116;6;Государственное собрание – Эл Курултай Республики Алтай;6
117;11;Глава республики Башкортостан;4
118;6;Государственное  собрание – Курултай Республики Башкортостан;4
119;11;Глава республики Бурятия;5
121;6;Народный Хурал Республики Бурятия;5
122;NULL;Правительства субъектов федерации;NULL
123;11;Глава республики Дагестан;59
124;11;Глава республики Ингушетия;8
125;11;Глава Кабардино-Балкарской республики;9
126;11;Глава Карачаево-Черкесской республики;11
127;11;Глава республики Марий Эл;61
128;11;Глава республики Саха (Якутия);92
129;11;Глава республики Северная Осетия - Алания;17
130;11;Глава республики Татарстан;18
131;11;Глава республики Тыва;85
132;11;Глава Удмуртской республики;20
133;11;Глава республики Хакасия;21
134;11;Глава Чеченской республики;90
135;11;Глава Чувашской республики;91
136;11;Губернатор Алтайского края;24
137;11;Губернатор Забайкальского края;44
138;11;Губернатор Камчатского края;48
139;11;Губернатор Пермского края;29
140;11;Губернатор Приморского края;74
141;11;Губернатор Ставропольского края;81
142;11;Губернатор Хабаровского края;32
143;11;Губернатор Амурской области;33
144;11;Губернатор Архангельской области;37
145;11;Губернатор Астраханской области;38
146;122;Правительство Кабардино-Балкарской республики;9
147;122;Правительство Карачаево-Черкесской республики;11
148;122;Кабинет министров республики Адыгея;3
149;122;Правительство Республики Алтай;6
150;122;Правительство республики Башкортостан;4
151;122;Правительство республики Бурятия;5
152;122;Правительство республики Дагестан;59
153;122;Правительство республики Ингушетия;8
154;122;Правительство республики Калмыкия;47
155;122;Правительство республики Карелия;12
156;122;Правительство республики Коми;13
157;122;Правительство республики Марий Эл;61
158;122;Правительство республики Мордовия;62
159;122;Правительство республики Саха (Якутия);92
160;122;Правительство республики Северная Осетия - Алания;17
161;122;Правительство республики Татарстан;18
162;122;Правительство республики Тыва;85
163;122;Правительство Республики Хакасия;21
164;122;Правительство Удмуртской республики;20
165;122;Правительство Чеченской республики;90
166;122;Правительство Чувашской республики;91
167;122;Правительство Алтайского края;24
168;122;Правительство Амурской области;33
169;122;Правительство Архангельской области;37
170;122;Правительство Астраханской области;38
171;122;Правительство Забайкальского края;44
172;122;Правительство Камчатского края;48
173;122;Администрация Кемеровской области;50
174;122;Правительство Кировской области;51
175;122;Администрация Костромской области;53
176;122;Правительство Краснодарского края;27
177;122;Правительство Красноярского края;28
178;122;Правительство Курганской области;98
179;122;Правительство Курской области;55
180;122;Правительство Ленинградской области;56
181;122;Правительство Московской области;64
182;122;Правительство Мурманской области;65
183;122;Правительство Ненецкого АО;102
184;122;Правительство Нижегородской области;66
185;122;Правительство Новгородской области;67
186;122;Правительство Пермского края;29
187;122;Правительство Приморского края;74
188;122;Правительство Ростовской области;76
189;122;Правительство Рязанской области;103
190;122;Правительство Самарской области;77
191;122;Правительство Санкт-Петербурга;1
192;122;Правительство Свердловской области;80
193;122;Правительство Ставропольского края;81
194;122;Правительство Хабаровского края;32
195;122;Правительство Ямало-Ненецкого АО;104
197;122;Правительство Белгородской области;96
198;11;Губернатор Белгородской области;96
199;11;Губернатор Брянской области;35
200;122;Правительство Брянской области;35
201;11;Губернатор Владимирской области;36
202;122;Правительство Владимирской области;36
203;11;Губернатор Волгоградской области;41
204;122;Правительство Волгоградской области;41
205;11;Губернатор Вологодской области;42
206;122;Правительство Вологодской области;42
207;122;Правительство Воронежской области;43
208;11;Губернатор Воронежской области;43
209;11;Губернатор Ивановской области;99
210;122;Правительство Ивановской области;99
211;11;Губернатор Иркутской области;45
212;122;Правительство Иркутской области;45
213;11;Губернатор Калининградской области;46
214;122;Правительство Калининградской области;46
215;11;Губернатор Калужской области;97
216;122;Правительство Калужской области;97
219;11;Глава администрации Липецкой области;57
220;122;Правительство Липецкой области;57
221;11;Губернатор Магаданской области;58
222;122;Правительство Магаданской области;58
223;11;Губернатор Новосибирской области;68
224;122;Правительство Новосибирской области;68
225;11;Губернатор Омской области;69
226;122;Правительство Омской области;69
227;11;Губернатор Оренбургской области;105
228;122;Правительство Оренбургской области;105
229;11;Губернатор Орловской области;70
230;122;Правительство Орловской области;70
231;11;Губернатор Пензенской области;72
232;122;Правительство Пензенской области;72
233;11;Губернатор Псковской области;75
234;122;Правительство Псковской области;75
235;11;Губернатор Саратовской области;79
236;122;Правительство Саратовской области;79
237;11;Губернатор Сахалинской области;94
238;122;Правительство Сахалинской области;94
239;11;Губернатор Смоленской области;100
240;122;Правительство Смоленской области;100
241;11;Глава администрации Тамбовской области;82
242;122;Правительство Тамбовской области;82
243;11;Губернатор Тверской области;101
244;122;Правительство Тверской области;101
245;11;Губернатор Томской области;106
246;122;Правительство Томской области;106
247;11;Губернатор Тульской области;84
249;11;Губернатор Тюменской области;86
251;122;Правительство Тюменской области;86
252;11;Губернатор Ульяновской области;88
253;122;Правительство Ульяновской области;88
254;11;Губернатор Челябинской области;89
255;122;Правительство Челябинской области;89
256;11;Губернатор Ярославской области;107
257;122;Правительство Ярославской области;107
258;11;Мэр города Москвы;63
259;122;Правительство города Москвы;63
260;11;Губернатор Еврейской автономной области;93
261;122;Правительство Еврейской автономной области;93
262;11;Губернатор Ханты-Мансийского автономного округа - Югры;108
263;122;Правительство Ханты-мансийского автономного округа - Югры;108
264;11;Губернатор Чукотского автономного округа;95
265;122;Правительство Чукотского автономного округа;95
266;7;ОФМС России по республике Алтай;6
267;6;Законодательное собрание Алтайского края;24
268;7;УФМС России по Алтайскому краю;24
269;8;Прокуратура Республики Ингушетия;8
270;8;Прокуратура Республики Кабардино-Балкария;9
271;8;Прокуратура Республики Карелия;12
272;8;Прокуратура Республики Северная Осетия - Алания;17
273;8;Прокуратура Республики Хакасия;21
274;8;Прокуратура Хабаровского края;32
275;8;Прокуратура Оренбургской области;105
276;8;Прокуратура Рязанской области;103
277;8;Прокуратура Томской области;106
278;8;Прокуратура Ярославской области;107
279;8;Прокуратура Ненецкого автономного округа;102
280;8;Прокуратура Ханты-Мансийского автономного округа - Югры;108
281;8;Прокуратура Ямало-Ненецкого автономного округа;104
282;7;УФМС России по г. Москве;63
283;7;УФМС России по Белгородской области;96
284;7;УФМС России по Брянской области;35
285;7;УФМС России по Владимирской области;36
286;7;УФМС России по Воронежской области;43
287;7;УФМС России по Ивановской области;99
288;7;УФМС России по Калужской области;97
289;7;УФМС России по Костромской области;53
290;7;УФМС России по Курской области;55
291;7;УФМС России по Липецкой области;57
292;7;УФМС России по Московской области;64
293;7;УФМС России по Орловской области;70
294;7;УФМС России по Рязанской области;103
295;7;УФМС России по Смоленской области;100
296;7;УФМС России по Тамбовской области;82
297;7;УФМС России по Тверской области;101
298;7;УФМС России по Тульской области;84
299;7;УФМС России по Ярославской области;107
300;7;УФМС России по г. Санкт-Петербургу и Ленинградской области;1
301;7;УФМС России по Республике Карелия;12
302;7;УФМС России по Республике Коми;13
303;7;УФМС России по Архангельской области;37
304;7;УФМС России по Вологодской области;42
305;7;УФМС России по Мурманской области;65
307;7;УФМС России по Новгородской области;67
308;7;УФМС России по Псковской области;75
309;7;ОФМС России по Ненецкому автономному округу;102
310;7;ОФМС России по Республике Адыгея;3
311;7;ОФМС России по Республике Калмыкия;47
312;7;УФМС России по Краснодарскому краю;27
313;7;УФМС России по Астраханской области;38
314;7;УФМС России по Волгоградской области;41
315;7;УФМС России по Ростовской области;76
316;7;УФМС России по Республике Дагестан;59
317;7;УФМС России по Республике Ингушетия;8
318;7;УФМС России по Кабардино-Балкарской республике;9
319;7;ОФМС России по Карачаево-Черкесской республике;11
320;7;УФМС России по Республике Северная Осетия - Алания;17
321;7;УФМС России по Чеченской республике;90
322;7;УФМС России по Ставропольскому краю;81
323;7;УФМС России по Республике Башкортостан;4
324;7;УФМС России по Республике Марий Эл;61
325;7;УФМС России по Республике Мордовия;62
326;7;УФМС России по Республике Татарстан;18
327;7;УФМС России по Удмуртской республике;20
328;7;УФМС России по Чувашской республике;91
329;7;УФМС России по Пермскому краю;29
330;7;УФМС России по Кировской области;51
331;7;УФМС России по Нижегородской области;66
332;7;УФМС России по Оренбургской области;105
333;7;УФМС России по Пензенской области;72
334;7;УФМС России по Самарской области;77
335;7;УФМС России по Саратовской области;79
336;7;УФМС России по Ульяновской области;88
337;7;УФМС России по Курганской области;98
338;7;УФМС России по Свердловской области;80
339;7;УФМС России по Тюменской области;86
340;7;УФМС России по Челябинской области;89
341;7;УФМС России по Ханты-Мансийскому автономному округу - Югре;108
342;7;УФМС России по Ямало-Ненецкому автономному округу;104
343;7;УФМС России по Республике Бурятия;5
344;7;ОФМС России по Республике Тува (Тыва);85
345;7;УФМС России по Республике Хакасия;21
346;7;УФМС России по Красноярскому краю;28
347;7;УФМС России по Иркутской области;45
348;7;УФМС России по Кемеровской области;50
349;7;УФМС России по Новосибирской области;68
350;7;УФМС России по Омской области;69
351;7;УФМС России по Томской области;106
352;7;УФМС России по Забайкальскому краю;44
353;7;УФМС России по Республике Саха (Якутия);92
354;7;УФМС России по Приморскому краю;74
355;7;УФМС России по Хабаровскому краю;32
356;7;УФМС России по Амурской области;33
357;7;УФМС России по Камчатскому краю;48
358;7;ОФМС России по Чукотскому автономному округу;95
359;7;ОФМС России по Магаданской области;58
360;7;УФМС России по Сахалинской области;94
361;7;ОФМС России по Еврейской автономной области;93
362;3;Избирательная комиссия Республики Адыгея;3
363;3;Избирательная комиссия Республики Алтай;6
364;3;Избирательная комиссия Республики Башкортостан;4
365;3;Избирательная комиссия Республики Бурятия;5
366;3;Избирательная комиссия Республики Дагестан;59
367;3;Избирательная комиссия Республики Ингушетия;8
368;3;Избирательная комиссия Кабардино-Балкарской республики;9
369;3;Избирательная комиссия Республики Калмыкия;47
370;3;Избирательная комиссия Карачаево-Черкесской республики;11
371;3;Избирательная комиссия Республики Карелия;12
372;3;Избирательная комиссия Республики Коми;13
373;3;Избирательная комиссия Республики Марий Эл;61
374;3;Избирательная комиссия Республики Мордовия;62
375;3;Избирательная комиссия Республики Саха (Якутия);92
376;3;Избирательная комиссия Республики Северная Осетия - Алания;17
377;3;Избирательная комиссия Республики Татарстан;18
378;3;Избирательная комиссия Республики Тува (Тыва);85
379;3;Избирательная комиссия Удмуртской республики;20
380;3;Избирательная комиссия Республики Хакасия;21
381;3;Избирательная комиссия Чеченской республики;90
382;3;Избирательная комиссия Чувашской республики;91
383;3;Избирательная комиссия Алтайского края;24
384;3;Избирательная комиссия Забайкальского края;44
385;3;Избирательная комиссия Камчатского края;48
386;3;Избирательная комиссия Краснодарского края;27
387;3;Избирательная комиссия Красноярского края;28
388;3;Избирательная комиссия Пермского края;29
389;3;Избирательная комиссия Приморского края;74
390;3;Избирательная комиссия Ставропольского края;81
391;3;Избирательная комиссия Хабаровского края;32
392;3;Избирательная комиссия Амурской области;33
393;3;Избирательная комиссия Архангельской области;37
394;3;Избирательная комиссия Астраханской области;38
395;3;Избирательная комиссия Белгородской области;96
396;3;Избирательная комиссия Брянской области;35
397;3;Избирательная комиссия Владимирской области;36
398;3;Избирательная комиссия Волгоградской области;41
399;3;Избирательная комиссия Вологодской области;42
400;3;Избирательная комиссия Воронежской области;43
401;3;Избирательная комиссия Ивановской области;99
402;3;Избирательная комиссия Иркутской области;45
403;3;Избирательная комиссия Калининградской области;46
404;3;Избирательная комиссия Калужской области;97
405;3;Избирательная комиссия Кемеровской области;50
406;3;Избирательная комиссия Кировской области;51
407;3;Избирательная комиссия Костромской области;53
408;3;Избирательная комиссия Курганской области;98
409;3;Избирательная комиссия Курской области;55
410;3;Избирательная комиссия Ленинградской области;56
411;3;Избирательная комиссия Липецкой области;57
412;3;Избирательная комиссия Магаданской области;58
413;3;Избирательная комиссия Московской области;64
414;3;Избирательная комиссия Мурманской области;65
415;3;Избирательная комиссия Нижегородской области;66
416;3;Избирательная комиссия Новгородской области;67
417;3;Избирательная комиссия Новосибирской области;68
418;3;Избирательная комиссия Омской области;69
419;3;Избирательная комиссия Оренбургской области;105
420;3;Избирательная комиссия Орловской области;70
421;3;Избирательная комиссия Пензенской области;72
422;3;Избирательная комиссия Псковской области;75
423;3;Избирательная комиссия Ростовской области;76
424;3;Избирательная комиссия Рязанской области;103
425;3;Избирательная комиссия Самарской области;77
426;3;Избирательная комиссия Саратовской области;79
427;3;Избирательная комиссия Сахалинской области;94
428;3;Избирательная комиссия Свердловской области;80
429;3;Избирательная комиссия Смоленской области;100
430;3;Избирательная комиссия Тамбовской области;82
431;3;Избирательная комиссия Тверской области;101
432;3;Избирательная комиссия Томской области;106
433;3;Избирательная комиссия Тульской области;84
434;3;Избирательная комиссия Тюменской области;86
435;3;Избирательная комиссия Ульяновской области;88
436;3;Избирательная комиссия Челябинской области;89
437;3;Избирательная комиссия Ярославской области;107
438;3;Московская городская избирательная комиссия;63
439;3;Избирательная комиссия Еврейской автономной области;93
440;3;Избирательная комиссия Ненецкого автономного округа;102
441;3;Избирательная комиссия Ханты-Мансийского автономного округа - Югры;108
442;3;Избирательная комиссия Чукотского автономного округа;95
443;3;Избирательная комиссия Ямало-Ненецкого автономного округа;104
446;464;Федеральная антимонопольная служба;NULL
447;446;Управление ФАС Архангельская область;37
448;6;Белгородская областная дума;96
449;NULL;President of the Russian Federation ;NULL
450;589;Министерство обороны ;NULL
453;NULL;Правительство РФ;NULL
456;NULL;Presidential Administration of the Russian Federation;NULL
461;464;Федеральная служба судебных приставов;NULL
463;464;Федеральная служба по тарифам ;NULL
464;NULL;Federal services and agencies ;NULL
465;589;Министерство энергетики ;NULL
467;464;Федеральная служба безопасности;NULL
468;464;Федеральная служба по контролю за оборотом наркотиков;NULL
470;464;Федеральная налоговая служба;NULL
471;464;Федеральная служба по гидрометеорологии и мониторингу окружающей среды;NULL
472;464;Федеральная служба государственной статистики;NULL
473;464;Федеральная служба по экологическому, технологическому и атомному надзору ;NULL
474;464;Федеральная служба в сфере защиты прав потребителей и благополучия человека;NULL
476;464;Федеральная служба по финансовым рынкам;NULL
477;464;Федеральная служба по надзору в сфере транспорта;NULL
478;464;Федеральная служба государственной регистрации, кадастра и картографии ;NULL
479;464;Федеральное Казначейство;NULL
480;464;Федеральная служба финансово-бюджетного надзора;NULL
481;464;Федеральная служба по надзору в сфере связи, информационных технологий и массовых коммуникаций ;NULL
482;464;Федеральная служба исполнения наказаний;NULL
483;464;Федеральная служба по ветеринарному и фитосанитарному надзору ;NULL
485;464;Федеральная служба страхового надзора ;NULL
486;464;Федеральное агентство по делам СНГ, соотечественников, проживающих за рубежом, и по международному гуманитарному сотрудничеству;NULL
487;464;Федеральная служба по военно-техническому сотрудничеству;NULL
488;464;Федеральная служба по оборонному заказу ;NULL
" """;;;
489;464;Федеральная служба по техническому и экспортному контролю;NULL
490;464;Федеральное агентство по поставкам вооружения, военной, специальной техники и материальных средств ;NULL
491;464;Федеральное агентство специального строительства ;NULL
"492,464,Государственная фельдъегерская служба """;Государственная фельдъегерская служба;NULL;
493;464;Служба внешней разведки ;NULL
494;464;Федеральная служба охраны ;NULL
495;464;Федеральная служба по надзору в сфере здравоохранения;NULL
496;464;Федеральная служба по труду и занятости;NULL
497;464;Федеральное медико-биологическое агентство;NULL
498;464;Федеральное архивное агентство;NULL
499;464;Федеральная служба по интеллектуальной собственности ;NULL
500;464;Федеральная служба по надзору в сфере образования и науки;NULL
501;464;Федеральная служба по надзору в сфере природопользования;NULL
502;464;Федеральное агентство водных ресурсов;NULL
503;464;Федеральное агентство по недропользованию;NULL
504;464;Федеральное агентство по техническому регулированию и метрологии;NULL
505;464;Федеральное агентство по печати и массовым коммуникациям;NULL
506;464;Федеральное агентство связи ;NULL
507;464;Федеральное агентство по делам молодежи;NULL
508;464;Федеральное агентство по туризму;NULL
509;464;Федеральное агентство воздушного транспорта;NULL
510;464;Федеральное дорожное агентство;NULL
511;464;Федеральное агентство железнодорожного транспорта;NULL
512;464;Федеральное агентство морского и речного транспорта;NULL
513;464;Федеральная служба по аккредитации;NULL
514;464;Федеральное агентство по государственным резервам;NULL
515;464;Федеральное агентство по управлению государственным имуществом ;NULL
516;464;Федеральная служба по регулированию алкогольного рынка;NULL
517;962;Государственная корпорация по космической деятельности «Роскосмос»;NULL
518;464;Федеральное агентство лесного хозяйства;NULL
519;464;Федеральное агентство по обустройству государственной границы Российской Федерации;NULL
520;464;Федеральное агентство по рыболовству;NULL
527;6;Народное Собрание Республики Ингушетия;8
528;6;Парламент Кабардино-Балкарской Республики;9
529;6;Народный Хурал (Парламент) Республики Калмыкия;47
530;6;Народное Собрание Карачаево-Черкесской республики;11
531;6;Архангельское областное Собрание депутатов;37
532;6;Законодательное собрание Амурской области;33
533;6;Государственный Совет Республики Коми;13
534;6;Государственное Собрание Республики Марий Эл;61
535;6;Государственное Собрание (Ил Тумэн) Республики Саха (Якутия);92
536;6;Парламент Республики Северная Осетия-Алания;17
537;6;Государственный Совет Республики Татарстан;18
538;6;Верховный Хурал Республики Тыва;85
539;6;Государственный Совет Удмуртской Республики;20
540;6;Верховный Совет Республики Хакасия;21
541;6;Государственный Совет Чувашской Республики;91
542;6;Законодательное Собрание Забайкальского Края;44
543;6;Законодательная Дума Хабаровского края;32
544;6;Законодательное Собрание Владимирской области;36
545;6;Законодательное Собрание Вологодской области;42
546;6;Калининградская областная Дума;46
547;6;Совет народных депутатов Кемеровской области;50
548;6;Законодательное Собрание Кировской области;51
549;6;Законодательное собрание Ленинградской области;56
550;6;Липецкий областной Совет депутатов;57
551;6;Мурманская областная Дума;65
552;6;Законодательное Собрание Нижегородской области;66
553;6;Новгородская областная Дума;67
554;6;Законодательное Собрание Оренбургской области;105
555;6;Орловский областной Совет народных депутатов;70
556;6;Законодательное Собрание Пензенской области;72
557;6;Законодательное Собрание Ростовской области;76
558;6;Рязанская областная Дума;103
559;6;Сахалинская областная Дума;94
560;6;Тульская областная Дума;84
561;6;Законодательное Собрание Тверской области;101
562;6;Законодательное Собрание Ульяновской области;88
563;6;Ярославская Областная Дума;107
564;6;Тамбовская областная Дума;82
565;6;Законодательное Собрание Калужской области;97
566;6;Волгоградская областная Дума;41
568;6;Законодательное Собрание Пермского края;29
569;6;Ивановская Областная Дума;99
570;6;Законодательное Собрание Новосибирской области;68
571;6;Псковское областное Собрание Депутатов;75
572;6;Законодательное собрание Челябинской области;89
573;6;Саратовская областная Дума;79
574;6;Курская областная Дума;55
575;464;Управление делами Президента ;NULL
576;464;Федеральная таможенная служба ;NULL
578;464;Федеральная служба по финансовому мониторингу;NULL
579;589;Министерство культуры ;NULL
580;589;Министерство по делам гражданской обороны, чрезвычайным ситуациям и ликвидации последствий стихийных бедствий ;NULL
581;6;Дума Ставропольского края;81
582;6;Смоленская областная Дума;100
583;6;Костромская областная Дума;53
584;6;Московская городская Дума;63
585;6;Магаданская областная дума;58
586;6;Законодательное собрание Приморского края;74
587;6;Самарская Губернская Дума;77
589;NULL;Министерства РФ;NULL
594;589;Министерство иностранных дел ;NULL
595;589;Министерство юстиции ;NULL
596;589;Министерство здравоохранения ;NULL
598;589;Министерство образования и науки;NULL
599;589;Министерство природных ресурсов и экологии ;NULL
600;589;Министерство промышленности и торговли ;NULL
