id;parent_id;name;region_id
4585;515;Межрегиональное территориальное управление Росимущества Иркутская область, Республика Бурятия, Забайкальский край;45
4586;515;Территориальное управление Росимущества Кабардино-Балкарская республика;9
4587;515;Территориальное управление Росимущества Калининградская область;46
4588;515;Территориальное управление Росимущества Республика Калмыкия;47
4589;515;Межрегиональное территориальное управление Росимущества Калужская, Брянская и Смоленская области;97
4590;515;Территориальное управление Росимущества Камчатский край;48
4591;515;Территориальное управление Росимущества Карачаево-Черкесская республика;11
4592;515;Территориальное управление Росимущества Республика Карелия (присоединено к МТУ Росимущества в Мурманской области и Республике Карелия);12
4593;515;Межрегиональное территориальное управление Росимущества Кемеровская, Томская области;50
4594;515;Территориальное управление Росимущества Кировская область (присоединено к МТУ Росимущества в Удмуртской Республике и Кировской области);51
4595;515;Территориальное управление Росимущества Республика Коми;13
4596;515;Территориальное управление Росимущества Костромская область (присоединено к МТУ Росимущества во Владимирской, Ивановской, Костромской, Ярославской областях);53
4597;515;Межрегиональное территориальное управление Росимущества Краснодарский край, Республика Адыгея;27
4598;515;Межрегиональное территориальное управление Росимущества Красноярский край, Республика Хакасия, Республика Тыва;28
4599;515;Территориальное управление Росимущества Курганская область (присоединено к МТУ Росимущества в Челябинской и Курганской областях);98
4600;515;Территориальное управление Росимущества Курская область (присоединено к МТУ Росимущества в Курской и Белгородской областях);55
4601;515;Территориальное управление Росимущества Ленинградская область (присоединено к МТУ Росимущества в Санкт-Петербурге и Ленинградской области);56
4602;515;Территориальное управление Росимущества Магаданская область;58
4603;515;Территориальное управление Росимущества Республика Марий Эл (присоединено к МТУ Росимущества в Республике Мордовия, Республике Марий Эл, Чувашской Республике и Пензенской области);61
4604;515;Межрегиональное территориальное управление Росимущества Республика Мордовия, Республика Марий Эл, Чувашская Республика, Пензенская область;62
4605;515;Межрегиональное территориальное управление Росимущества Мурманская область, Республика Карелия;65
4606;515;Территориальное управление Росимущества Ненецкий автономный округ (присоединено к МТУ Росимущества Архангельская область и Ненецкий автономный округ);102
4607;515;Территориальное управление Росимущества Нижегородская область;66
4608;515;Межрегиональное территориальное управление Росимущества Новгородская, Псковская области;67
4609;515;Территориальное управление Росимущества Новосибирская область;68
4610;515;Территориальное управление Росимущества Омская область;69
4611;515;Территориальное управление Росимущества Оренбургская область;105
4612;515;Территориальное управление Росимущества Орловская область (присоединено к МТУ Росимущества в Тульской, Рязанской и Орловской областях);70
4613;515;Территориальное управление Росимущества Пензенская область (присоединено к МТУ Росимущества в Республике Мордовия, Республике Марий Эл, Чувашской Республике и Пензенской области);72
4614;515;Территориальное управление Росимущества Пермский край;29
4615;515;Территориальное управление Росимущества Приморский край;74
4616;515;Территориальное управление Росимущества Псковская область (присоединено к МТУ Росимущества в Новгородской и Псковской областях);75
4617;515;Территориальное управление Росимущества Ростовская область;76
4618;515;Территориальное управление Росимущества Рязанская область (присоединено к МТУ Росимущества в Тульской, Рязанской и Орловской областях);103
4619;515;Территориальное управление Росимущества Самарская область;77
4620;515;Территориальное управление Росимущества Саратовская область;79
4621;515;Территориальное управление Росимущества Республика Саха (Якутия);92
4622;515;Территориальное управление Росимущества Сахалинская область;94
4623;515;Территориальное управление Росимущества Свердловская область;80
4624;515;Территориальное управление Росимущества Республика Северная Осетия — Алания;17
4625;515;Территориальное управление Росимущества Смоленская область (присоединено к МТУ Росимущества в Калужской и Смоленской областях);100
4626;515;Территориальное управление Росимущества Ставропольский край;81
4627;515;Межрегиональное территориальное управление Росимущества Тамбовская, Липецкая области;82
4628;515;Межрегиональное территориальное управление Росимущества Республика Татарстан, Ульяновская область;18
4629;515;Территориальное управление Росимущества Тверская область;101
4630;515;Территориальное управление Росимущества Томская область (присоединено к МТУ Росимущества в Кемеровской и Томской областях);106
4631;515;Территориальное управление Росимущества Республика Тува (Тыва) (присоединено к МТУ Росимущества Красноярский край, Республика Хакасия, Республика Тыва);85
4632;515;Межрегиональное территориальное управление Росимущества Тульская, Орловская и Рязанская области;84
4633;515;Межрегиональное территориальное управление Росимущества Тюменская область, Ханты-Мансийский автономный округ - Югра, Ямало-Ненецкий автономный округ;86
4634;515;Межрегиональное территориальное управление Росимущества Удмуртская республика и Кировская область;20
4635;515;Территориальное управление Росимущества Ульяновская область (присоединено к МТУ Росимущества в Республике Татарстан и Ульяновской области);88
4636;515;Межрегиональное территориальное управление Росимущества Хабаровский край, Еврейская автономная область;32
4637;515;Территориальное управление Росимущества Республика Хакасия (присоединено к МТУ Росимущества Красноярский край, Республика Хакасия, Республика Тыва);21
4638;515;Территориальное управление Росимущества ХМАО (присоединено к МТУ Росимущества Тюменская область, Ханты-Мансийский автономный округ - Югра, Ямало-Ненецкий автономный округ);108
4639;515;Межрегиональное территориальное управление Росимущества Челябинская, Курганская области;89
4640;515;Территориальное управление Росимущества Чеченская республика;90
4641;515;Территориальное управление Росимущества Чувашская республика (присоединено к МТУ Росимущества в Республике Мордовия, Республике Марий Эл, Чувашской Республике и Пензенской области);91
4642;515;Территориальное управление Росимущества Чукотский автономный округ;95
4643;515;Территориальное управление Росимущества Ямало-Ненецкий АО (присоединено к МТУ Росимущества Тюменская область, Ханты-Мансийский автономный округ - Югра, Ямало-Ненецкий автономный округ);104
4644;515;Территориальное управление Росимущества Ярославская область (присоединено к МТУ Росимущества во Владимирской, Ивановской, Костромской, Ярославской областях);107
4645;495;Территориальный орган Росздравнадзора Республика Адыгея;3
4646;495;Территориальный орган Росздравнадзора Республика Алтай;6
4647;495;Территориальный орган Росздравнадзора Алтайский край;24
4648;495;Территориальный орган Росздравнадзора Амурская область;33
4649;495;Территориальный орган Росздравнадзора Архангельская область и Ненецкий автономный округ;37
4650;495;Территориальный орган Росздравнадзора Астраханская область;38
4651;495;Территориальный орган Росздравнадзора Республика Башкортостан;4
4652;495;Территориальный орган Росздравнадзора Белгородская область;96
4653;495;Территориальный орган Росздравнадзора Брянская область;35
4654;495;Территориальный орган Росздравнадзора Республика Бурятия;5
4655;495;Территориальный орган Росздравнадзора Владимирская область;36
4656;495;Территориальный орган Росздравнадзора Волгоградская область;41
4657;495;Территориальный орган Росздравнадзора Вологодская область;42
4658;495;Территориальный орган Росздравнадзора Республика Дагестан;59
4659;495;Территориальный орган Росздравнадзора Еврейская автономная область (присоединено к ТО Росздравнадзора в Хабаровском крае);93
4660;495;Территориальный орган Росздравнадзора Забайкальский край;44
4661;495;Территориальный орган Росздравнадзора Ивановская область;99
4662;495;Территориальный орган Росздравнадзора Республика Ингушетия;8
4663;495;Территориальный орган Росздравнадзора Иркутская область;45
4664;495;Территориальный орган Росздравнадзора Кабардино-Балкарская республика;9
4665;495;Территориальный орган Росздравнадзора Калининградская область;46
4666;495;Территориальный орган Росздравнадзора Республика Калмыкия;47
4667;495;Территориальный орган Росздравнадзора Калужская область;97
4668;495;Территориальный орган Росздравнадзора Камчатский край;48
4669;495;Территориальный орган Росздравнадзора Карачаево-Черкесская республика;11
4670;495;Территориальный орган Росздравнадзора Республика Карелия;12
4671;495;Территориальный орган Росздравнадзора Кемеровская область;50
4672;495;Территориальный орган Росздравнадзора Кировская область;51
4673;495;Территориальный орган Росздравнадзора Республика Коми;13
4674;495;Территориальный орган Росздравнадзора Костромская область;53
4675;495;Территориальный орган Росздравнадзора Краснодарский край;27
4676;495;Территориальный орган Росздравнадзора Красноярский край;28
4677;495;Территориальный орган Росздравнадзора Курганская область;98
4678;495;Территориальный орган Росздравнадзора Курская область;55
4679;495;Территориальный орган Росздравнадзора Магаданская область;58
4680;495;Территориальный орган Росздравнадзора Республика Марий Эл;61
4681;495;Территориальный орган Росздравнадзора Республика Мордовия;62
4682;495;Территориальный орган Росздравнадзора Мурманская область;65
4683;495;Территориальный орган Росздравнадзора Нижегородская область;66
4684;495;Территориальный орган Росздравнадзора Новгородская область;67
4685;495;Территориальный орган Росздравнадзора Новосибирская область;68
4686;495;Территориальный орган Росздравнадзора Омская область;69
4687;495;Территориальный орган Росздравнадзора Оренбургская область;105
4688;495;Территориальный орган Росздравнадзора Орловская область;70
4689;495;Территориальный орган Росздравнадзора Пензенская область;72
4690;495;Территориальный орган Росздравнадзора Пермский край;29
4691;495;Территориальный орган Росздравнадзора Приморский край;74
4692;495;Территориальный орган Росздравнадзора Псковская область;75
4693;495;Территориальный орган Росздравнадзора Ростовская область;76
4694;495;Территориальный орган Росздравнадзора Рязанская область;103
4695;495;Территориальный орган Росздравнадзора Самарская область;77
4696;495;Территориальный орган Росздравнадзора Саратовская область;79
4697;495;Территориальный орган Росздравнадзора Республика Саха (Якутия);92
4698;495;Территориальный орган Росздравнадзора Сахалинская область;94
4699;495;Территориальный орган Росздравнадзора Свердловская область;80
4700;495;Территориальный орган Росздравнадзора Республика Северная Осетия — Алания;17
4701;495;Территориальный орган Росздравнадзора Смоленская область;100
4702;495;Территориальный орган Росздравнадзора Ставропольский край;81
4703;495;Территориальный орган Росздравнадзора Тамбовская область;82
4704;495;Территориальный орган Росздравнадзора Республика Татарстан;18
4705;495;Территориальный орган Росздравнадзора Тверская область;101
4706;495;Территориальный орган Росздравнадзора Томская область;106
4707;495;Территориальный орган Росздравнадзора Республика Тува (Тыва);85
4708;495;Территориальный орган Росздравнадзора Тульская область;84
4709;495;Территориальный орган Росздравнадзора Тюменская область, Ханты-Мансийский автономный округ — Югра и Ямало-Ненецкий АО;86
4710;495;Территориальный орган Росздравнадзора Удмуртская республика;20
4711;495;Территориальный орган Росздравнадзора Ульяновская область;88
4712;495;Территориальный орган Росздравнадзора Хабаровский край и Еврейская автономная область;32
4713;495;Территориальный орган Росздравнадзора Республика Хакасия;21
4714;495;Территориальный орган Росздравнадзора Ханты-Мансийский автономный округ — Югра и Ямало-Ненецкий АО (присоединен к Росздравнадзор Тюменская область);108
4715;495;Территориальный орган Росздравнадзора Челябинская область;89
4716;495;Территориальный орган Росздравнадзора Чеченская республика;90
4717;495;Территориальный орган Росздравнадзора Чувашская республика;91
4718;495;Территориальный орган Росздравнадзора Чукотский автономный округ;95
4719;495;Территориальный орган Росздравнадзора Ярославская область;107
4720;479;Межрегиональное операционное управление Федерального казначейства;NULL
4721;479;Управление Федерального казначейства Республика Адыгея;3
4722;479;Управление Федерального казначейства Республика Алтай;6
4723;479;Управление Федерального казначейства Алтайский край;24
4724;479;Управление Федерального казначейства Амурская область;33
4725;479;Управление Федерального казначейства Архангельская область и Ненецкий автономный округ;37
4726;479;Управление Федерального казначейства Астраханская область;38
4727;479;Управление Федерального казначейства Республика Башкортостан;4
4728;479;Управление Федерального казначейства Белгородская область;96
4729;479;Управление Федерального казначейства Брянская область;35
4730;479;Управление Федерального казначейства Республика Бурятия;5
4731;479;Управление Федерального казначейства Владимирская область;36
4732;479;Управление Федерального казначейства Волгоградская область;41
4733;479;Управление Федерального казначейства Вологодская область;42
4734;479;Управление Федерального казначейства Воронежская область;43
4735;479;Управление Федерального казначейства Республика Дагестан;59
4736;479;Управление Федерального казначейства Еврейская автономная область;93
4737;479;Управление Федерального казначейства Забайкальский край;44
4738;479;Управление Федерального казначейства Ивановская область;99
4739;479;Управление Федерального казначейства Республика Ингушетия;8
4740;479;Управление Федерального казначейства Иркутская область;45
4741;479;Управление Федерального казначейства Кабардино-Балкарская республика;9
4742;479;Управление Федерального казначейства Калининградская область;46
4743;479;Управление Федерального казначейства Республика Калмыкия;47
4744;479;Управление Федерального казначейства Калужская область;97
4745;479;Управление Федерального казначейства Камчатский край;48
4746;479;Управление Федерального казначейства Карачаево-Черкесская республика;11
4747;479;Управление Федерального казначейства Республика Карелия;12
4748;479;Управление Федерального казначейства Кемеровская область;50
4749;479;Управление Федерального казначейства Кировская область;51
4750;479;Управление Федерального казначейства Республика Коми;13
4751;479;Управление Федерального казначейства Костромская область;53
4752;479;Управление Федерального казначейства Краснодарский край;27
4753;479;Управление Федерального казначейства Красноярский край;28
4754;479;Управление Федерального казначейства Курганская область;98
4755;479;Управление Федерального казначейства Курская область;55
4756;479;Управление Федерального казначейства Ленинградская область;56
4757;479;Управление Федерального казначейства Липецкая область;57
4758;479;Управление Федерального казначейства Магаданская область;58
4759;479;Управление Федерального казначейства Республика Марий Эл;61
4760;479;Управление Федерального казначейства Республика Мордовия;62
4761;479;Управление Федерального казначейства Московская область;64
4762;479;Управление Федерального казначейства Мурманская область;65
4763;479;Управление Федерального казначейства Нижегородская область;66
4764;479;Управление Федерального казначейства Новгородская область;67
4765;479;Управление Федерального казначейства Новосибирская область;68
4766;479;Управление Федерального казначейства Омская область;69
4767;479;Управление Федерального казначейства Оренбургская область;105
4768;479;Управление Федерального казначейства Орловская область;70
4769;479;Управление Федерального казначейства Пензенская область;72
4770;479;Управление Федерального казначейства Пермский край;29
4771;479;Управление Федерального казначейства Приморский край;74
4772;479;Управление Федерального казначейства Псковская область;75
4773;479;Управление Федерального казначейства Ростовская область;76
4774;479;Управление Федерального казначейства Рязанская область;103
4775;479;Управление Федерального казначейства Самарская область;77
4776;479;Управление Федерального казначейства Саратовская область;79
4777;479;Управление Федерального казначейства Республика Саха (Якутия);92
4778;479;Управление Федерального казначейства Сахалинская область;94
4779;479;Управление Федерального казначейства Свердловская область;80
4780;479;Управление Федерального казначейства Республика Северная Осетия — Алания;17
4781;479;Управление Федерального казначейства Смоленская область;100
4782;479;Управление Федерального казначейства Ставропольский край;81
4783;479;Управление Федерального казначейства Тамбовская область;82
4784;479;Управление Федерального казначейства Республика Татарстан;18
4785;479;Управление Федерального казначейства Тверская область;101
4786;479;Управление Федерального казначейства Томская область;106
4787;479;Управление Федерального казначейства Республика Тува (Тыва);85
4788;479;Управление Федерального казначейства Тульская область;84
4789;479;Управление Федерального казначейства Тюменская область;86
4790;479;Управление Федерального казначейства Удмуртская республика;20
4791;479;Управление Федерального казначейства Ульяновская область;88
4792;479;Управление Федерального казначейства Хабаровский край;32
4793;479;Управление Федерального казначейства Республика Хакасия;21
4794;479;Управление Федерального казначейства Ханты-Мансийский автономный округ — Югра;108
4795;479;Управление Федерального казначейства Челябинская область;89
4796;479;Управление Федерального казначейства Чеченская республика;90
4797;479;Управление Федерального казначейства Чувашская республика;91
4798;479;Управление Федерального казначейства Чукотский автономный округ;95
4799;479;Управление Федерального казначейства Ямало-Ненецкий АО;104
4800;479;Управление Федерального казначейства Ярославская область;107
4801;496;Государственная инспекция труда Республика Адыгея;3
4802;496;Государственная инспекция труда Республика Алтай;6
4803;496;Государственная инспекция труда Алтайский край;24
4804;496;Государственная инспекция труда Амурская область;33
4805;496;Государственная инспекция труда Архангельская область и Ненецкий автономный округ;37
4806;496;Государственная инспекция труда Астраханская область;38
4807;496;Государственная инспекция труда Республика Башкортостан;4
4808;496;Государственная инспекция труда Белгородская область;96
4809;496;Государственная инспекция труда Брянская область;35
4810;496;Государственная инспекция труда Республика Бурятия;5
4811;496;Государственная инспекция труда Владимирская область;36
4812;496;Государственная инспекция труда Волгоградская область;41
4813;496;Государственная инспекция труда Вологодская область;42
4814;496;Государственная инспекция труда Республика Дагестан;59
4815;496;Государственная инспекция труда Еврейская автономная область;93
4816;496;Государственная инспекция труда Забайкальский край;44
4817;496;Государственная инспекция труда Ивановская область;99
4818;496;Государственная инспекция труда Республика Ингушетия;8
4819;496;Государственная инспекция труда Иркутская область;45
4820;496;Государственная инспекция труда Кабардино-Балкарская республика;9
4821;496;Государственная инспекция труда Калининградская область;46
4822;496;Государственная инспекция труда Республика Калмыкия;47
4823;496;Государственная инспекция труда Калужская область;97
4824;496;Государственная инспекция труда Камчатский край;48
4825;496;Государственная инспекция труда Карачаево-Черкесская республика;11
4826;496;Государственная инспекция труда Республика Карелия;12
4827;496;Государственная инспекция труда Кемеровская область;50
4828;496;Государственная инспекция труда Кировская область;51
4829;496;Государственная инспекция труда Республика Коми;13
4830;496;Государственная инспекция труда Костромская область;53
4831;496;Государственная инспекция труда Краснодарский край;27
4832;496;Государственная инспекция труда Красноярский край;28
4833;496;Государственная инспекция труда Курганская область;98
4834;496;Государственная инспекция труда Курская область;55
4835;496;Государственная инспекция труда Ленинградская область;56
4836;496;Государственная инспекция труда Магаданская область;58
4837;496;Государственная инспекция труда Республика Марий Эл;61
4838;496;Государственная инспекция труда Республика Мордовия;62
4839;496;Государственная инспекция труда Московская область;64
4840;496;Государственная инспекция труда Мурманская область;65
4841;496;Государственная инспекция труда Нижегородская область;66
4842;496;Государственная инспекция труда Новгородская область;67
4843;496;Государственная инспекция труда Новосибирская область;68
4844;496;Государственная инспекция труда Омская область;69
4845;496;Государственная инспекция труда Оренбургская область;105
4846;496;Государственная инспекция труда Орловская область;70
4847;496;Государственная инспекция труда Пензенская область;72
4848;496;Государственная инспекция труда Пермский край;29
4849;496;Государственная инспекция труда Приморский край;74
4850;496;Государственная инспекция труда Псковская область;75
4851;496;Государственная инспекция труда Ростовская область;76
4852;496;Государственная инспекция труда Рязанская область;103
4853;496;Государственная инспекция труда Самарская область;77
4854;496;Государственная инспекция труда Саратовская область;79
4855;496;Государственная инспекция труда Республика Саха (Якутия);92
4856;496;Государственная инспекция труда Сахалинская область;94
4857;496;Государственная инспекция труда Свердловская область;80
4858;496;Государственная инспекция труда Республика Северная Осетия — Алания;17
4859;496;Государственная инспекция труда Смоленская область;100
4860;496;Государственная инспекция труда Ставропольский край;81
4861;496;Государственная инспекция труда Тамбовская область;82
4862;496;Государственная инспекция труда Республика Татарстан;18
4863;496;Государственная инспекция труда Тверская область;101
4864;496;Государственная инспекция труда Томская область;106
4865;496;Государственная инспекция труда Республика Тува (Тыва);85
4866;496;Государственная инспекция труда Тульская область;84
4867;496;Государственная инспекция труда Тюменская область;86
4868;496;Государственная инспекция труда Удмуртская республика;20
4869;496;Государственная инспекция труда Ульяновская область;88
4870;496;Государственная инспекция труда Хабаровский край;32
4871;496;Государственная инспекция труда Республика Хакасия;21
4872;496;Государственная инспекция труда Ханты-Мансийский автономный округ — Югра;108
4873;496;Государственная инспекция труда Челябинская область;89
4874;496;Государственная инспекция труда Чеченская республика;90
4875;496;Государственная инспекция труда Чувашская республика;91
4876;496;Государственная инспекция труда Чукотский автономный округ;95
4877;496;Государственная инспекция труда Ямало-Ненецкий АО;104
4878;496;Государственная инспекция труда Ярославская область;107
4879;461;Управление Федеральной службы судебных приставов Калининградская область;46
4880;461;Управление Федеральной службы судебных приставов Республика Адыгея;3
4881;461;Управление Федеральной службы судебных приставов Республика Алтай;6
4882;461;Управление Федеральной службы судебных приставов Алтайский край;24
4883;461;Управление Федеральной службы судебных приставов Амурская область;33
4884;461;Управление Федеральной службы судебных приставов Архангельская область и Ненецкий автономный округ;37
4885;461;Управление Федеральной службы судебных приставов Астраханская область;38
4886;461;Управление Федеральной службы судебных приставов Республика Башкортостан;4
4887;461;Управление Федеральной службы судебных приставов Белгородская область;96
4888;461;Управление Федеральной службы судебных приставов Брянская область;35
4889;461;Управление Федеральной службы судебных приставов Республика Бурятия;5
4890;461;Управление Федеральной службы судебных приставов Владимирская область;36
4891;461;Управление Федеральной службы судебных приставов Волгоградская область;41
4892;461;Управление Федеральной службы судебных приставов Вологодская область;42
4893;461;Управление Федеральной службы судебных приставов Республика Дагестан;59
4894;461;Управление Федеральной службы судебных приставов Еврейская автономная область (присоединено к УФСПП Хабаровский край и Еврейская автономная область);93
4895;461;Управление Федеральной службы судебных приставов Забайкальский край;44
4896;461;Управление Федеральной службы судебных приставов Ивановская область;99
4897;461;Управление Федеральной службы судебных приставов Республика Ингушетия;8
4898;461;Управление Федеральной службы судебных приставов Иркутская область;45
4899;461;Управление Федеральной службы судебных приставов Кабардино-Балкарская республика;9
4900;461;Управление Федеральной службы судебных приставов Республика Калмыкия;47
4901;461;Управление Федеральной службы судебных приставов Калужская область;97
4902;461;Управление Федеральной службы судебных приставов Камчатский край;48
4903;461;Управление Федеральной службы судебных приставов Карачаево-Черкесская республика;11
4904;461;Управление Федеральной службы судебных приставов Республика Карелия;12
4905;461;Управление Федеральной службы судебных приставов Кемеровская область;50
